Source,Type,URL,Title,Authors,Date,Content
100percentfedup,['bias'],http://100percentfedup.com/soft-coup-alert-shocking-percentage-of-negative-coverage-on-trump-will-blow-your-mind/,SOFT COUP ALERT: Shocking Percentage Of Negative Coverage On Trump Will Blow Your Mind!,['Fed Up'],2017-05-20 14:17:06+00:00,"The Harvard study below will blow your mind! If you had any doubt Trump is being sabotaged by the main stream media and Washington old guards, look no furtherCoverage of President Trump is 93% negative! This is over the top! Our media and politicians are doing everything they can to destroy Trump How negative was press coverage of President Trumps first 100 days in office? Far more than that of Barack Obama, George W. Bush, or Bill Clinton, according to a new report from the Harvard Kennedy Schools Shorenstein Center on Media, Politics and Public Policy. The Harvard scholars analyzed the New York Times, Wall Street Journal, Washington Post and the main newscasts (not talk shows) of CBS, CNN, Fox and NBC during Trumps initial time in office. They found, to no ones surprise, that Trump absolutely dominated news coverage in the first 100 days. And then they found that news coverage was solidly negative  80 percent negative among those outlets studied, versus 20 percent positive. The numbers for previous presidents: Barack Obama, 41 percent negative, 59 percent positive; George W. Bush, 57 percent negative, 43 percent positive; and Bill Clinton, 60 percent negative, 40 percent positive. Accusations of bias aside, its simply a fact that a number of negative things happened in Trumps opening 100 days. The Russia investigation, for example, was a source of endless criticism from Democrats and other Trump opponents. The travel ban executive order led to intense argument and losses for the administration in the courts. The healthcare debacle created more negative coverage because it was a major screwup and a setback for both Trump and House Republicans. That said, the coverage of some news organizations was so negative, according to the Harvard study, that it seems hard to argue that the coverage was anywhere near a neutral presentation of facts. Assessing the tone of news coverage, the Harvard researchers found that CNNs Trump coverage was 93 percent negative, and seven percent positive. The researchers found the same numbers for NBC. Obama and Hillarys hero had this to say about taking down an enemy: Obama Campaign Manager and Senior Adviser had this to say about Trump last June: IT IS NOT ENOUGH TO SIMPLY BEAT TRUMP. HE MUST BE DESTROYED THOROUGHLY. HIS KIND MUST NOT RISE AGAIN. Read more: WE"
100percentfedup,['bias'],http://100percentfedup.com/bbc-host-panicscuts-off-interview-when-trump-pollster-brings-up-media-blatantly-ignoring-sale-of-uranium-by-hillary-to-russians-video/,BBC HOST PANICSCuts Off Interview When Trump Pollster Brings Up Media Blatantly Ignoring Sale Of Uranium By Hillary To Russians [VIDEO],['Fed Up'],2017-05-20 13:21:29+00:00,"The more the Democrats and their allies in the media attempt to discredit President Trump, the more they expose the truth about their own willingness to look away from the crimes committed by the Democrats. The more the American people see how far the media is willing to go to shut down the truth, the less they are going to believe anything they report. Something tells us the media is about to be very sorry they played with fire John McLaughlin, CEO of McLaughlin & Associates and Trump for President 2016 Campaign Pollster, has his interview abruptly cut short as he points out there are no facts in evidence of any Trump Campaign/Russian collusion in the 2016 election and that Hillary Clinton and the Clinton Foundation have taken in vast sums of money from Russia, much more than Lt. Gen. Michael Flynn could ever. Below are articles provided by John McLaughlin verifying his arguments: http://canadafreepress.com/article/dianne-feinstein-joe-manchin-admit-no-evidence-of-trump-russia- collusionhttps://www.nytimes.com/2015/04/24/us/cash-flowed-to-clinton-foundation-as-russians-pressed-for-control-of-uranium-company.html http://www.nationalreview.com/article/446526/clinton-russia-ties-bill-hillary-sold-out-us-interests-putin-regime Via: McLaughlin online"
100percentfedup,['bias'],http://100percentfedup.com/lol-democrats-poster-child-stupidity-cant-tell-msnbc-host-party-stands-besides-hating-trump-video/,LOL! DEMOCRATS Poster Child For Stupidity Cant Tell MSNBC Host What Her Party Stands For Besides Hating Trump [VIDEO],['Fed Up'],2017-05-20 11:31:40+00:00,"Besides Donald Trump, the best thing that happened to the Republican Party in 2017 is the emergence of Democrat Congresswoman Maxine Waters as the self-appointed spokeswoman for her washed up political party. Every time this woman opens her mouth, it becomes comedy gold for the Republicans. What Maxine doesnt know is that while shes convinced herself that shes making strides in destroying the credibility of our current president, shes actually causing even the most die-hard Democrat to wonder why they ever supported this gaggle of fools Rep. Maxine Waters (D., Calif.) struggled Friday on MSNBC to explain what the Democratic Party stands for besides opposing President Trump. Waters has been one of the most outspoken critics of Trump in Congress, repeatedly calling for his impeachment and insisting that if investigators connect the dots, then his campaigns alleged collusion with Russia will become apparent. Given Waters public profile as a staunch Trump opponent, MSNBC host Katy Tur asked the lawmaker what Democrats actually stand for beyond opposing Trumps agenda. Congresswoman, what do the Democrats stand for other than being against Donald Trump? Tur asked. What do you stand for other than trying to get Donald Trump impeached? Everyone knows that I am the ranking member of the Financial Services Committee and that I have spent many, many hours and days implementing the Dodd-Frank reforms, Waters responded. The California Democrat proceeded to frame her work on Dodd-Frank in the context of opposing Republicans, which Tur noted. We pushed back on the Republicans, we fight against them, Waters said. [They] attempt[ed] to go get rid of the Consumer Financial Protection Bureau before we came up with the reforms under Dodd-Frank. Tur pushed back. Are Democrats focusing enough on their ideas? she asked. Waters then went on to explain how effective the Democrat Party has been in their organizing efforts to disrupt town halls where Republican political leaders are speaking to their constituents. Listen, if you have not been keeping up with the town halls that have been going on, Waters said, referring to the protesters at many Republican town halls, where we have basically organized America around the [Affordable Care Act] and protected Obamacare and the thousands of people who have come out who now are very much informed about the difference between Obamacare and Trumpcare. WFB What Maxine doesnt understand is that when Tea Party members attended town hall meetings across American and challenged their elected leaders on reckless tax legislation they didnt need to be organized by the Republican Party. Tea Party members werent just targeting Democrat politicians, they were targeting anyone who they felt wasnt representing the people who elected them into office."
100percentfedup,['bias'],http://100percentfedup.com/president-trump-lands-in-saudi-arabia-to-rare-red-carpet-treatment/,PRESIDENT TRUMP Lands in Saudi Arabia to Rare Red Carpet Treatment,['Fed Up'],2017-05-20 08:09:46+00:00,"President Donald Trump and First Lady Melania Trump arrived in Saudi Arabia to rare red carpet treatment. What a great way to begin the Presidents first foreign trip that will last 9 days. Several symbolic gestures by the Saudis show a sign of respect and friendship. This is very different from when Obama went to Saudi Arabia last year and the kind didnt even come to the airport to greet him. He touched down in the Middle East this morning, hours after tweeting about his excitement for his first big foreign trip. Trump flew to the capital Riyadh overnight on Air Force One  becoming the only president to make Saudi Arabia, or any majority Muslim country, his first stop overseas as president. His arrival following a 6,700-mile flight was met with the pomp usually reserved for the likes of a Papal welcome in South America. The president got the red carpet treatment  literally  and some airport workers took off their shoes before manicuring it with brooms in 97-degree heat. Another symbolic gesture by the kingdom: There were 30 U.S. flags at the ready, a tiny fraction of the thousands that line streets and highways between the airport and the city center. The king greeted President Trump at the bottom of the stairs  a very rare scene. A 90-person Royal Saudi Air Forces honor guard practiced rifle drills and then stood at attention while Trump and his kingly escort ambled toward the terminal. Melania and Ivanka Trump seemed determine to make a statement by deplaning without head coverings. This was a rare sight among women in Riyadh whose main choices are the hijab and the niqab. The King shook First Lady Melania Trumps hand  a rare scene. Still, the first lady stayed a half-dozen steps behind King Salman and her politician-husband, escorted by a lone U.S. Marine in full dress uniform. After a welcome ceremony inside the Royal Terminal, Trump and Salman sat together in The Beast, the White Houses armored SUV that travels in the belly of Air Force One.  The first stop was the glitzy Ritz-Carlton, whose exterior is being lit up at night with giant projected images of the American flag. Trumps first overseas speech is expected to frame the global fight against ISIS and other Islamist terror groups as a battle between good and evil  but early drafts suggest he will not use the phrase radical Islamic terrorism.  He will also call on leaders in the Middle East to drive out terrorists from your places of worship. Signs of American caution are everywhere as the president who once campaigned on the strength of excluding Muslims from the U.S. ventured into the nation whose king partners in construction with the Bin Laden Group. U.S. military snipers stood guard on nearby jetways. A duplicate Air Force One 747 jet stood by, lest Trumps schedule should be waylaid by engine trouble. Read more: Daily Mail"
100percentfedup,['bias'],http://100percentfedup.com/outrage-student-threatens-violence-against-trump-in-high-school-yearbook-quote/,OUTRAGE! Student Threatens Violence Against Trump In High School Yearbook Quote,['Fed Up'],2017-05-20 00:34:58+00:00,"The double standard here is unbelievable! We just reported on a high school student in big trouble for saying Build the Wall in her yearbook quote. Thats pretty harmless but the school took back the yearbooks. Fast forward and a high school student wrote out their thoughts on President Trump in the yearbook I would like to behead him. I do not like him. See the huge difference here? MINNEAPOLIS (WCCO)  Just under a month after a Big Lake trap teams photo was banned from the high school yearbook, another high school yearbook photo is making news. For its 2017 yearbook, Brainerd High School dedicated a page to President Donald Trump. Editors asked students their thoughts on the president, and shared the quotes next to their picture. One sophomore said, I would like to behead him. I do not like him. The photo went viral, sparking controversy on Twitter. Now, that student is telling her side of the story. I was so confused, because at first, I didnt ever remember saying that, 15-year-old Camryn said. Camryn  who asked WCCO not to reveal her last name  says she had no idea a conversation with a classmate last September would lead to nationwide attention. She says the classmate never said she was working for the yearbook when she asked about then-candidate Donald Trump. I did not say, I want to behead him. I did not say, I am going to behead him. I just said, Well Im sure we all wouldnt mind him being beheaded,  something along those lines, Camryn said. But there was never the direct quote, I do not like him. I would like to behead him. That conversation exploded on social media 8 months later, with the help of at least one celebrity. Former Joanie Loves Chachi actor Scott Baio shared the photo, tagging the president, the FBI, Sean Hannity and Kellyanne Conway. Read more: CBS"
100percentfedup,['bias'],http://100percentfedup.com/democrat-alan-dershowitz-calls-democrats-russia-investigation-nothingburgervideo/,DEMOCRAT ALAN DERSHOWITZ Calls Out Democrats On Russia Investigation: A Nothingburger![Video],['Fed Up'],2017-05-19 22:44:17+00:00,DEMOCRAT Alan Dershowitz was on Tucker Carlson tonight pointing out that the appointment of a special counsel is tantamount to pumping air into a flat tire. Dershowtiz recognizes this will backfire on the Dems. The only criminal acts factually evidenced so far are the intelligence leaks. Robert Mueller has all the power he needs to investigate the illegal leaking of classified information. Dershowitz states that there is no crime here Dershowitz is dead on in his assessment of this Russia special council scamThank you!
100percentfedup,['bias'],http://100percentfedup.com/ca-state-legislators-want-traffic-fines-to-be-tied-to-incomebecause-of-racism/,CA: STATE LEGISLATORS Want Traffic Fines To Be Tied To IncomeBecause Of Racism,['Fed Up'],2017-05-19 22:41:43+00:00,"Punishing rich, hard-working, white Americansone piece of legislation at a time Californias state legislature is considering a bill that would change how the state assess traffic fines. Instead of a flat rate, the state would charge people depending on how much money they made. The less you make, the less you pay. State Senator Robert M. Hertzberg believes Californias traffic fines are too high, and the burden is unduly put on low-income families. Many fines, dont even get paid. California is owed almost $10 billion in unpaid traffic fines, something the state tried to chip away at with an amnesty program that would allow violators pay a fraction of what they owe. Californias traffic fines are some of the highest in the nation. The report goes on to make the case that the traffic fine system discriminates against poorer individuals thanks to racial profiling by police officers."
100percentfedup,['bias'],http://100percentfedup.com/is-smithsonian-museum-planning-to-make-hero-out-of-third-rate-qb-race-agitator-colin-kaepernick/,"IS SMITHSONIAN MUSEUM PLANNING To Make Hero Out Of Third Rate QB, Race Agitator Colin Kaepernick?",['Fed Up'],2017-05-19 21:50:52+00:00,"Martin Luther King Jr. would not likely be pleased to see such a divisive figure using his position as a professional athlete to promote a violent and threatening movement funded and promoted by politicians to divide our nation Colin Kaepernicks football career remains very much a question mark, but hes already left an impression on American culture, as his jersey and other gear from his protests in 2016 are now in the hands of the Smithsonian. The Smithsonians National Museum of African American History and Culture continuously collects items of historic significance from African Americans involved in all phases of American life, and the sociologist and author Harry Edwards encouraged the museum to take a close look at Kaepernick. The former San Francisco 49ers quarterback drew nationwide attention last year when he knelt during the national anthem to protest police brutality in America. In September, 2016, the union for police officers who work San Francisco home games threatened a boycott of policing the stadium after the 49ers refused to discipline Colin Kaepernick for not standing during the national anthem and for his statements about law enforcement. If the 49ers organization fails to take action to stop this type of inappropriate behavior it could result in police officers choosing not to work at your facilities,the letter reads. The board of directors of the Santa Clara Police Officers Association has a duty to protect its members and work to make all of their working environments free of harassing behavior. It also criticized what it called anti-police statements made by Kaepernick, calling them insulting, inaccurate and completely unsupported by any facts. Edwards arranged for the donation of a jersey and other equipment to the Smithsonian, but did so with a request. I said, Dont wait 50 years to try to get some memorabilia and so forth on Kaepernick, Edwards said, according to USA Today. Let me give you a game jersey, some shoes, a picture.  And it should be put right there alongside Muhammad Ali. Hes this generations Ali. Daily Wire  Adopted by white parents in Wisconsin, Kaepernick is the biological child of a white woman and a black man. He was born in 1987. Kaepernick explained his refusal to stand for the Star-Spangled Banner, expressing solidarity with the net-marxist racial narratives of Black Lives Matter: I am not going to stand up to show pride in a flag for a country that oppresses black people and people of color. To me, this is bigger than football and it would be selfish on my part to look the other way. There are bodies in the street and people getting paid leave and getting away with murder. Kaepernick describes himself as a black man in a society that oppresses black people. Kaepernicks refusal to stand for our national anthem was considered anything but brave by many of his fans. Heres a picture of a fan burning Colins jersey, a trend that was started shortly after Kaepernick used his position to promote the violent Black Lives Matter movement on the field as the other players honored our nation: Kaepernick remains unsigned even as players like Ryan Fitzpatrick sign deals, and there is, of course, the question of how much his very public and very controversial political stances may be harming his marketability.  Yahoo"
100percentfedup,['bias'],http://100percentfedup.com/breaking-news-man-with-laptop-on-american-airlines-flight-to-honolulu-subdued-after-attempting-to-break-down-cockpit-door-video/,BREAKING NEWS: Man With Laptop On American Airlines Flight To Honolulu Subdued After Attempting To Break Down Cockpit Door [VIDEO],['Fed Up'],2017-05-19 19:43:23+00:00,"Ticktock. America will now wait until conservative news sources release his motive. UPDATE: The man who attempted to breach the cockpit has been identified as a Turkish man. Flight attendants, an off-duty Los Angeles police officer and other passengers were able to stop the man and secure him in a seat. It was all kind of surreal, said Penny Lorenzen, a passenger on the flight. Her husband was among those who got up to try to stop the man. It took seconds, said Lee Lorenzen, of Orange County, Calif. He was pushing against the cart and a bunch of guys grabbed him. They found some duct tape. There were pillows and blankets. And they taped him to his chair.  Hawaii News Now A man was subdued after he tried to breach the cockpit of an American Airlines flight to Honolulu, a source familiar with the situation told ABC News. American Airlines said in a statement that law enforcement met the plane upon landing in Honolulu following a disturbance on the flight. The plane was escorted by two F-22 fighter jets for the duration of the flight following the disturbance, U.S. Pacific Command said in a statement. ABC News A source at the TSA told ABC News that the man was waiting for the bathroom near the cockpit when a flight attendant asked him to sit down. He had a laptop with him and appeared to try the cockpit door before he was subdued, the source said. The man, whose identity was not immediately available, was escorted off American Airlines Flight 31, after it landed safely at 11:35 a.m. Hawaii Standard Time, according to a statement from the airline. A government source confirmed that he had been loitering near the restroom and was carrying a laptop. Flight attendants asked him to return to his seat and he refused. He then seemed to lunge towards the cockpit door. Thats when several passengers subdued him. He was arrested on the ground by the FBI. The flight, which originated from Los Angeles, was to arrive in Honolulu about noon. The flight departed from Los Angeles International Airport at 8:34 a.m. local time. NBC Los Angeles"
100percentfedup,['bias'],http://100percentfedup.com/breaking-foreign-national-tries-to-break-into-cockpit-during-american-airlines-flight/,BREAKING: FOREIGN NATIONAL Tries To Break Into Cockpit During American Airlines Flight,['Fed Up'],2017-05-19 19:10:52+00:00,"A Turkish foreign national traveling on a flight from Los Angeles International Airport to Hawaii had to be subdued Friday after he allegedly tried to break into the cockpit of an Airbus A321. Before the plane left Los Angeles, the man had also reportedly breached security at LAX but was allowed to fly anyway. American Airlines spokeswoman Katie Cody said Flight 31 from Los Angeles landed in Honolulu at 11:35 a.m. She said the crew requested law enforcement meet the plane upon landing because of a passenger disturbance. She referred further questions to FBI, saying Were still figuring out all the details.American Airlines spokeswoman Katie Cody said Flight 31 from LAX landed in Honolulu at 11:35 a.m., where law enforcement officers were requested to meet. Sources tell ABC News that initial reports are that a man, a foreign national, tried to breach the cockpit door before he was subdued. The man was taken into custody, and authorities were now analyzing a suspicious item associated with the suspect. US Pacific Command confirmed that an F-22 fighter aircraft stationed at Hickam AFB was sent to escort the American Airlines airliner to Honolulu. The Department of Homeland Security said it has been briefed on the incident and is prepared to assist other federal and local law enforcement agencies as they investigate. There were 181 passengers and six crew members, Cody said. She was not aware of injuries. Via: abc7"
100percentfedup,['bias'],http://100percentfedup.com/deputy-attorney-general-doubles-comey-memo-wrote-believe-stand/,Deputy Attorney General Doubles Down On Comey Memo: I wrote it. I believe it. I stand by it.,['Fed Up'],2017-05-19 18:15:57+00:00,"Deputy Attorney General Rod Rosenstein doubled down today when he told Congress he stands by a memo he wrote that the White House has cited as a justification for the firing last week of FBI Director James Comey. In closed-door meetings with lawmakers on Thursday and Friday, Rosenstein said he wrote the memo after President Donald Trump told him one day before the May 9 firing that he wanted to dismiss Comey. He said that though he was personally fond of Comey, I thought it was appropriate to seek a new leader. The Justice Department on Friday issued a transcript of Rosensteins remarks: OPENING STATEMENT: Good afternoon. I welcome the opportunity to discuss my role in the removal of FBI Director James Comey, although I know you understand that I will not discuss the special counsels ongoing investigation. Most importantly, I want to emphasize my unshakeable commitment to protecting the integrity of every federal criminal investigation. There never has been, and never will be, any political interference in any matter under my supervision in the United States Department of Justice. Before I discuss the events of the past two weeks, I want to provide some background about my previous relationship with former Director Comey. I have known Jim Comey since approximately 2002. In 2005, when Mr. Comey was Deputy Attorney General, he participated in selecting me to serve as a U.S. Attorney. As a federal prosecutor, he was a role model. His speeches about leadership and public service inspired me. On July 5, 2016, Director Comey held his press conference concerning the federal grand jury investigation of Secretary Clintons emails. At the start of the press conference, the Director stated that he had not coordinated or reviewed this statement in any way with the Department of Justice. They do not know what I am about to say. Director Comey went on to declare that he would publicly disclose what we did; what we found; and what we are recommending to the Department of Justice. He proceeded to disclose details about the evidence; assert that the American people deserve to know details; declare that no reasonable prosecutor would file charges; and criticize Secretary Clinton. I thought the July 5 press conference was profoundly wrong and unfair both to the Department of Justice and Secretary Clinton. It explicitly usurped the role of the Attorney General, the Deputy Attorney General and the entire Department of Justice; it violated deeply engrained rules and traditions; and it guaranteed that some people would accuse the FBI of interfering in the election. There are lawful and appropriate mechanisms to deal with unusual circumstances in which public confidence in the rule of law may be jeopardized. Such mechanisms preserve the traditional balance of power between investigators and prosecutors, and protect the rights of citizens. Director Comey attended the Maryland U.S. Attorneys Office training seminar on October 27, 2016, and gave a detailed explanation of his reasons for making public statements about the conclusion of the Secretary Clinton email investigation. I strongly disagreed with his analysis, but I believe that he made his decisions in good faith. The next day, October 28, Mr. Comey sent his letter to the Congress announcing that the FBI was reopening the Clinton email investigation. He subsequently has said that he believed he was obligated to send the letter. I completely disagree. He again usurped the authority of the Department of Justice, by sending the letter over the objection of the Department of Justice; flouted rules and deeply engrained traditions; and guaranteed that some people would accuse the FBI of interfering in the election. Before the Senate Judiciary Committee on May 3, 2017, Director Comey testified under oath about his public statements concerning the Secretary Clinton email investigation. I strongly disagreed with his explanations, particularly his assertion that maintaining confidentiality about criminal investigations constitutes concealment. Nonetheless, I respected him personally. Former Department of Justice officials from both political parties have criticized Director Comeys decisions. It was not just an isolated mistake; the series of public statements about the email investigation, in my opinion, departed from the proper role of the FBI Director and damaged public confidence in the Bureau and the Department. In one of my first meetings with then-Senator Jeff Sessions last winter, we discussed the need for new leadership at the FBI. Among the concerns that I recall were to restore the credibility of the FBI, respect the established authority of the Department of Justice, limit public statements and eliminate leaks. On May 8, I learned that President Trump intended to remove Director Comey and sought my advice and input. Notwithstanding my personal affection for Director Comey, I thought it was appropriate to seek a new leader. I wrote a brief memorandum to the Attorney General summarizing my longstanding concerns about Director Comeys public statements concerning the Secretary Clinton email investigation. I chose the issues to include in my memorandum. Before finalizing the memorandum on May 9, I asked a senior career attorney on my staff to review it. That attorney is an ethics expert who has worked in the Office of the Deputy Attorney General during multiple administrations. He was familiar with the issues. I informed the senior attorney that the President was going to remove Director Comey, that I was writing a memorandum to the Attorney General summarizing my own concerns, and that I wanted to confirm that everything in my memorandum was accurate. He concurred with the points raised in my memorandum. I also asked several other career Department attorneys to review the memorandum and provide edits. My memorandum is not a legal brief; these are not issues of law. My memorandum is not a finding of official misconduct; the Inspector General will render his judgment about that issue in due course. My memorandum is not a statement of reasons to justify a for-cause termination. My memorandum is not a survey of FBI morale or performance. My memorandum is not a press release. It is a candid internal memorandum about the FBI Directors public statements concerning a high-profile criminal investigation. I sent my signed memorandum to the Attorney General after noon on Tuesday, May 9. I wrote it. I believe it. I stand by it. Finally, I want to address the media claims that the FBI asked for additional resources for the investigation of Russian interference in the 2016 presidential election. I am not aware of any such request. Moreover, I consulted my staff and Acting FBI Director Andrew McCabe, and none of them recalls such a request. END OF TRANSCRIPT The White House has struggled since Comeys firing to explain the chain of events that led to it and who exactly made the decision. Trump said as recently as Thursday that he acted on a very strong recommendation from Rosenstein, but Rosenstein made it clear to Congress that he drafted his memo only after Trump told him of his plans to dismiss the FBI director. He said he did not intend for the document to be a finding of misconduct or a statement of reasons to justify the firing, but he added: I wrote it. I believe it. I stand by it. Via: NBC Chicago"
100percentfedup,['bias'],http://100percentfedup.com/wow-bob-beckel-fox-news-host-five-hot-water/,WOW! BOB BECKEL OUT AT FOX NEWS: Host Of The Five In Hot Water,['Fed Up'],2017-05-19 15:06:21+00:00,"Bob Beckel is gone from Fox News after he was terminated for a racist commentWho knew this Democrat was as nasty as this? Wow! Variety reported: Fox News human resources department was made aware of a complaint about what one person familiar with the situation characterized as a racially insensitive remark on Tuesday evening. Executives conducted an internal investigation, this person said, and decided to part ways with Beckel Friday morning. Douglas Wigdor, an attorney who represents several current and former employees who have alleged racial discrimination at Fox News in a lawsuit, said he is representing the employee who complained about Beckel. In a statement, Wigdor alleged Beckel stormed out of his office when an African-American information-technology employee came to service his computer, telling our client that he was leaving his office because he was black. Wigdor alleged Fox News executives tried to get the employee to withdraw the complaint. As with our other 22 clients, we intend on holding 21st Century Fox accountable for these actions and will be filing multiple other complaints in other matters next week, Wigdor said."
100percentfedup,['bias'],http://100percentfedup.com/bizarre-warning-from-obama-campaign-manager-screams-shadow-government-coup/,BIZARRE WARNING FROM OBAMA Campaign Manager Screams Shadow Government Coup,['Fed Up'],2017-05-19 13:16:59+00:00,"David Plouffe was a Campaign Manager and Senior Adviser for Obama and has many, many connections to the Deep State. A tweet (SOURCE) he sent out last June is taking on a whole new life and meaning. Do you suppose Obamas shadow government has been on this since day one of Trumps candidacy and election? This evil is to be taken seriously so this is why we feel the deep state is taking advantage of Trumps inexperience in politics. This is the exact same reason we appreciate and support President Trump. Its whats gotten Trump in trouble because he casually asked Comey to come talk to him. Seasoned politicians might have decided to skip that meeting Its not just political disagreement anymorethis is much more serious. The tweet below should wake you up to the evil trying to destroy our Nation and our PRESIDENT: The photo above photo tells you all you need to know about the evil shadow government! Plouffes twitter account shows Air force One in the background. He cant let it goYOU LOST! GET OVER IT!"
100percentfedup,['bias'],http://100percentfedup.com/will-melania-trumps-visit-saudi-arabia-include-muslim-headscarf-like-hillary-michelle/,WILL MELANIA TRUMPs Visit To Saudi Arabia Include A Muslim Headscarf Like It Did For Hillary And Michelle?,['Fed Up'],2017-05-19 11:26:19+00:00,"Its being reported that First Lady Melania Trump will not be asked to wear a head scarf during her visit to Saudi Arabia this week. Great! She wont be like other First Ladies (see photos below) and others who have succumbed to the head scarf. Russia Today reported: Americas first lady has not been ordered to dress conservatively in Saudi Arabia, the country chosen by her husband as his first official overseas destination. Along with meetings on the US presidents itinerary, there will also reportedly be time for entertainment in the lavish Arab kingdom. While the choice of the first country to be visited by Trump as Americas 45th president has been widely discussed in the media, a question has arisen whether there is a chance to see the US presidents wife covered in a traditionally strict Muslim attire. Women in Saudi Arabia, including foreign visitors, are typically expected to wear a floor length dress  abaya, and a head scarf. However, when asked whether the US first lady would have to dress accordingly, a Saudi Arabia official said Riyadh usually doesnt demand a specific dress-code, but rather accepts suggestions. Past First Ladies and American dignitaries have worn a headscarf while visiting Muslim countries: Hillary Clinton and Valerie Jarrett: Mooch Obama:"
100percentfedup,['bias'],http://100percentfedup.com/oops-video-emerges-of-comey-testifying-under-oath-that-trump-administration-did-not-pressure-fbi-to-halt-any-investigations-for-political-purposes-video/,OOPS! VIDEO EMERGES Of Comey Testifying Under Oath That Trump Administration Did NOT Pressure FBI To Halt Any Investigations For Political Purposes [VIDEO],['Fed Up'],2017-05-19 10:23:03+00:00,"So much for the whole call to impeach our President by the Democrat Party, their allies in the leftist media and never Trumpers over a memo Comey allegedly wrote suggesting Trump attempted to halt an investigation for political purposesunless of course, Comey lied under oath? Former FBI Director James Comey testified under Senate oath May 3rd that the Trump administration had not pressured his agency to halt any investigation for political purposes. Comey admitted that the FBI has always been free to operate without political interferenceflying in the face of Democrats paranoid delusions about Russia and President Donald J. Trump, and exposing for what it is a new political witch hunt Wednesday by enemies within the presidents own Justice Department. On Wednesday, DOJ appointed a special prosecutor, former FBI Director Robert Mueller, to drum up more hype about Trumps imaginary collusion with Russia during the general election. On May 9th, President Trump fired Comey, who has spent 15 years shilling for Hillary Clinton. Videotaped testimony before the Senate Judiciary Committee blows apart the phony narrative New York Times reporter Michael Schmidt wove on Tuesday, which resulted in Muellers appointment. Schmidts only sources were anonymous. They claimed that on Feb. 14th, the day after National Security Adviser Michael Flynn resigned, Trump had asked Comey to end an investigation into Flynns connections to Russia. Got News Nick Short was first to expose Comeys testimony on May 3rd, where under oath where he stated that, as it relates to Trump or his administration asking him to halt an investigation for political purposes: Its not happened in my experience."
100percentfedup,['bias'],http://100percentfedup.com/new-york-times-weasel-behind-alleged-comey-memo-admits-lyin-brian-williams-never-actually-saw-memo-video/,NEW YORK TIMES WEASEL Behind Alleged Comey Memo Admits To Lyin Brian Williams He Never Actually Saw Memo [VIDEO],['Fed Up'],2017-05-19 09:38:20+00:00,"Oh, the irony of original fake news reporter Brian Williams interviewing Michael Schmidt, a weasel reporter working for the New York Times, the decades-old propaganda arm of the Democrat Party. During the hilarious interview, Schmidt admits that he never even saw the alleged memo from Comey he wrote about, yet somehow, without a shred of evidence, his story turned into the bombshell news of the day. This interview is one of the best examples of why Americans have such low opinion of news sources like the NYTs and the mainstream media Got News- New York Times Mexican telecom mogul Carlos Slims blogger Michael Schmidt told professional liar Brian Williams that he hadnt seen the memos that James Comey allegedly wrote. Someone that had seen them recounted details to me, Schmidt said in what is a breach of journalistic protocol. Schmidt has been called out for getting a story wildly wrong before thanks to his anonymous sources. Schmidt, citing his anonymous federal law enforcement sources, claimed that one of the San Bernardino terrorists had talked about jihad openly. She didnt. His boss even reprimanded him and called for systematic changes to the way Schmidt and Carlos Slims blog use anonymous sources. We guess our anonymous sources are better than the Times. Schmidts open admissions on MSNBC confirm GotNews reporting Wednesday that Schmidt hasnt in fact seen the relevant Comey documents."
